,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
790,0.1,0.92,6,243,4,1,1,0,8,52
791,0.23,0.99,4,204,4,1,1,0,1,52
795,0.11,0.79,7,295,4,0,1,0,2,52
806,0.36,0.62,4,237,2,0,1,0,10,53
809,0.71,1,4,300,5,0,1,0,9,53
810,0.11,0.97,7,310,4,0,1,0,9,53
812,0.09,0.97,7,288,4,0,1,0,9,53
814,0.15,0.55,6,139,4,0,1,0,9,54
815,0.1,0.92,7,253,4,1,1,0,9,55
821,0.11,0.93,7,284,4,0,1,0,10,55
823,0.41,0.5,2,128,3,0,1,0,4,55
824,0.44,0.53,2,154,3,0,1,0,3,55
825,0.37,0.56,2,138,3,0,1,0,3,55
830,0.38,0.53,2,138,3,0,1,0,6,55
832,0.73,1,5,274,5,0,1,0,6,55
834,0.89,0.82,5,224,6,0,1,0,7,55
835,0.89,1,4,260,5,0,1,0,7,55
837,0.43,0.56,2,133,3,0,1,0,7,55
838,0.09,0.93,6,308,4,0,1,0,7,55
841,0.36,0.56,2,138,3,0,1,0,1,56
842,0.11,0.85,6,299,4,0,1,0,9,56
843,0.1,0.85,6,254,4,0,1,0,10,56
847,0.1,0.84,6,253,4,0,1,0,5,56
852,0.37,0.57,2,128,3,0,1,0,8,56
853,0.82,0.89,5,217,5,0,1,0,8,57
854,0.45,0.52,2,160,3,0,1,0,8,58
857,0.1,0.85,6,273,4,0,1,0,8,59
860,0.1,0.93,6,270,4,0,1,0,8,60
863,0.41,0.47,2,154,3,0,1,0,8,60
865,0.1,0.94,6,260,4,0,1,0,8,60
873,0.1,0.9,5,263,4,0,1,0,2,60
875,0.14,0.73,7,282,5,0,1,0,10,60
876,0.11,0.94,6,277,5,0,1,0,10,60
878,0.49,0.63,6,265,3,0,1,0,10,60
879,0.38,0.47,2,143,3,0,1,0,10,60
880,0.82,0.97,5,263,5,0,1,0,10,61
882,0.89,1,5,253,5,0,1,0,10,61
883,0.11,0.79,6,294,4,0,1,0,10,61
885,0.38,0.5,2,153,3,0,1,0,9,61
886,0.78,0.87,5,256,5,0,1,0,9,61
892,0.75,0.86,5,237,5,0,1,0,9,62
893,0.74,0.99,4,276,5,0,1,0,9,63
895,0.73,0.92,5,266,5,0,1,0,9,64
896,0.1,0.79,6,294,4,0,1,0,10,64
900,0.84,0.83,5,238,5,0,1,0,3,65
901,0.78,0.94,5,271,6,0,1,0,3,65
903,0.36,0.55,2,152,3,0,1,0,3,65
905,0.45,0.46,2,142,3,0,1,0,6,65
907,0.1,0.78,7,286,4,0,1,0,6,65
908,0.09,0.86,6,291,4,0,1,0,6,65
909,0.92,1,5,259,5,0,1,0,3,65
913,0.8,0.95,4,274,5,0,1,0,8,65
916,0.48,0.88,3,239,3,0,1,0,8,65
921,0.37,0.45,2,160,3,0,1,0,5,66
924,0.44,0.5,2,156,3,0,1,0,8,66
925,0.42,0.56,2,147,3,0,1,0,8,66
926,0.11,0.8,7,243,4,0,1,0,8,66
930,0.83,0.82,4,243,5,0,1,0,8,66
931,0.32,0.58,5,271,5,0,1,0,8,67
933,0.42,0.52,2,151,3,0,1,0,8,68
935,0.1,0.91,6,285,4,0,1,0,8,68
938,0.11,0.8,6,286,4,0,1,0,8,69
939,0.1,0.89,6,246,4,0,1,0,8,69
941,0.92,0.92,4,245,5,0,1,0,8,69
953,0.09,0.94,6,308,4,0,1,0,10,69
956,0.1,0.91,6,262,5,1,1,0,10,69
957,0.46,0.53,2,143,3,1,1,0,10,69
963,0.41,0.45,2,150,3,0,1,0,9,70
965,0.38,0.5,2,150,3,1,1,0,9,70
969,0.42,0.54,2,130,3,0,1,0,9,70
971,0.38,0.46,2,147,3,0,1,0,9,71
973,0.11,0.74,6,290,5,0,1,0,10,72
976,0.36,0.54,2,136,3,0,1,0,3,73
977,0.92,0.94,5,307,5,0,1,0,3,73
982,0.44,0.55,2,130,3,1,1,0,6,73
983,0.85,0.97,4,266,6,0,1,0,6,73
984,0.43,0.52,2,139,3,0,1,0,6,73
985,0.75,0.86,5,260,5,0,1,0,3,73
986,0.11,0.55,2,137,3,1,1,0,7,73
996,0.38,0.46,2,144,3,0,1,0,4,73
997,0.38,0.54,2,157,3,0,1,0,5,74
999,0.37,0.46,2,155,3,0,1,0,5,74
1004,0.43,0.48,2,160,3,0,1,0,8,74
1005,0.09,0.8,6,247,4,0,1,0,8,74
1007,0.4,0.47,2,151,3,0,1,0,8,74
1016,0.39,0.48,2,138,3,0,1,0,8,75
1018,0.92,0.87,4,229,6,0,1,0,8,75
1022,0.8,0.95,3,146,5,0,1,0,2,75
1025,0.42,0.47,2,129,3,0,1,0,2,75
1035,0.1,0.86,6,266,4,1,1,0,10,75
1041,0.11,0.89,6,309,4,0,1,0,9,76
1042,0.81,0.84,5,258,5,0,1,0,9,76
1049,0.44,0.5,2,132,3,0,1,0,10,77
1050,0.74,0.89,5,232,6,0,1,0,10,78
1051,0.79,1,4,229,5,1,1,0,4,78
1052,0.09,0.92,6,261,4,0,1,0,3,78
1053,0.37,0.48,2,129,3,0,1,0,3,78
1057,0.45,0.56,2,143,3,0,1,0,6,79
1060,0.7,0.93,2,310,3,0,1,0,6,79
1061,0.36,0.48,2,152,3,0,1,0,3,79
1066,0.43,0.52,2,142,3,0,1,0,7,79
1069,0.74,1,5,223,5,0,1,0,1,79
1071,0.78,0.87,5,243,5,0,1,0,10,79
1072,0.9,0.95,5,275,3,0,1,0,4,79
1073,0.53,0.95,6,205,4,0,1,0,5,79
1074,0.45,0.54,2,154,3,0,1,0,5,79
1075,0.86,0.83,4,270,5,0,1,0,5,80
1076,0.74,0.89,4,267,5,0,1,0,8,80
1085,0.77,0.83,4,245,5,0,1,0,8,80
1089,0.91,0.9,4,250,5,0,1,0,8,80
1091,0.38,0.54,2,150,3,0,1,0,8,80
1095,0.11,0.77,6,275,4,0,1,0,1,81
1096,0.1,0.77,7,308,4,0,1,0,1,81
1097,0.37,0.46,2,129,3,0,1,0,1,81
1098,0.38,0.48,2,134,3,0,1,0,2,81
1101,0.11,0.83,6,262,4,0,1,0,2,81
1102,0.09,0.97,7,262,4,0,1,0,10,81
1104,0.38,0.52,2,156,3,0,1,0,10,81
1105,0.11,0.89,6,254,4,0,1,0,10,81
1108,0.72,0.82,5,269,5,0,1,0,10,81
1109,0.1,0.91,7,297,4,0,1,0,10,81
1110,0.73,0.86,5,249,5,0,1,0,10,81
1112,0.44,0.46,2,149,3,0,1,0,10,81
1118,0.72,0.88,5,249,5,0,1,0,9,82
1123,0.39,0.57,2,131,3,0,1,0,9,82
1127,0.88,0.87,4,235,6,0,1,0,4,83
1132,0.37,0.48,2,160,3,0,1,0,3,83
1133,0.77,0.87,4,150,4,0,1,0,6,83
1135,0.46,0.51,2,155,3,0,1,0,6,83
1136,0.11,0.87,6,291,4,0,1,0,6,83
1141,0.82,0.83,4,245,5,1,1,0,8,83
1144,0.1,0.91,6,286,4,0,1,0,5,83
1147,0.8,0.95,5,217,5,0,1,0,9,83
1148,0.83,0.95,5,258,5,0,1,0,10,83
1151,0.43,0.46,2,129,3,0,1,0,5,83
1153,0.39,0.55,2,152,3,1,1,0,8,84
1154,0.1,0.88,7,300,4,0,1,0,8,84
1158,0.42,0.52,2,141,3,1,1,0,8,84
1167,0.42,0.54,2,135,3,0,1,0,8,84
1170,0.45,0.45,2,145,3,0,1,0,8,84
1173,0.45,0.49,2,144,3,0,1,0,1,85
1174,0.11,0.91,6,272,4,0,1,0,1,85
1177,0.38,0.5,2,151,3,1,1,0,2,85
1180,0.45,0.46,2,146,3,0,1,0,10,85
1183,0.91,0.9,4,245,5,0,1,0,10,85
1184,0.11,0.77,6,264,4,0,1,0,10,85
1185,0.46,0.45,2,143,3,0,1,0,10,85
1188,0.1,0.93,6,299,4,0,1,0,10,85
1189,0.09,0.8,5,279,4,0,1,0,10,85
1194,0.73,0.97,5,217,6,0,1,0,9,86
1197,0.37,0.55,2,159,3,0,1,0,9,86
1199,0.09,0.8,6,298,4,0,1,0,9,86
1201,0.83,1,5,263,5,0,1,0,10,86
1202,0.1,0.77,5,252,4,0,1,0,10,86
1204,0.42,0.97,6,259,4,0,1,0,4,87
1206,0.09,0.84,7,307,4,0,1,0,3,88
1209,0.1,0.79,7,284,4,0,1,0,3,88
1212,0.09,0.77,6,244,4,0,1,0,6,89
1216,0.74,0.97,5,238,5,0,1,0,3,89
1218,0.76,0.95,4,259,5,0,1,0,7,89
1220,0.75,1,4,243,5,0,1,0,7,89
1224,0.75,0.89,4,228,5,0,1,0,9,89
1225,0.09,0.84,6,301,4,0,1,0,10,89
1229,0.1,0.85,7,310,5,0,1,0,5,89
1238,0.74,0.9,4,226,5,0,1,0,8,90
1239,0.66,1,5,269,5,0,1,0,8,90
1243,0.1,0.85,6,297,5,0,1,0,8,91
1245,0.1,0.77,6,280,4,0,1,0,8,92
1250,0.1,0.82,7,284,4,0,1,0,1,93
1251,0.88,0.92,4,225,5,0,1,0,1,93
1256,0.39,0.47,2,142,3,0,1,0,10,93
1259,0.78,0.96,4,241,5,0,1,0,10,93
1262,0.44,0.56,2,145,3,0,1,0,10,93
1265,0.86,0.98,4,270,5,0,1,0,10,93
1267,0.45,0.53,2,149,3,0,1,0,9,93
1268,0.42,0.53,2,158,3,0,1,0,9,93
1270,0.45,0.55,2,129,3,0,1,0,9,94
1272,0.11,0.97,6,288,4,0,1,0,9,94
1275,0.45,0.53,2,131,3,0,1,0,9,94
1277,0.44,0.54,2,139,3,0,1,0,9,94
1278,0.78,1,4,267,5,0,1,0,10,94
1282,0.75,0.88,5,270,5,0,1,0,3,95
1283,0.81,0.81,4,218,5,1,1,0,3,96
1284,0.4,0.55,2,150,3,0,1,0,3,97
1287,0.42,0.57,2,134,3,0,1,0,6,97
1291,0.39,0.51,2,139,3,0,1,0,3,98
1294,0.72,1,2,240,2,0,1,0,7,98
1297,0.46,0.52,2,148,3,0,1,0,7,98
1298,0.4,0.49,2,149,3,0,1,0,5,98
1299,0.45,0.45,2,131,3,0,1,0,8,98
1304,0.45,0.57,2,149,3,0,1,0,5,98
1305,0.89,0.98,4,242,6,0,1,0,5,98
1309,0.09,0.94,6,266,4,0,1,0,8,99
1313,0.1,0.92,5,272,4,0,1,0,8,99
1315,0.4,0.52,2,136,3,0,1,0,8,99
1317,0.88,1,5,247,5,0,1,0,8,99
1321,0.1,0.86,6,306,4,0,1,0,8,100
1323,0.78,0.86,4,249,5,0,1,0,8,101
1325,0.76,0.82,4,254,5,1,1,0,8,101
1330,0.1,0.81,6,252,4,0,1,0,2,102
1334,0.11,0.89,7,257,4,0,1,0,10,102
1337,0.44,0.46,2,154,3,0,1,0,10,102
1338,0.41,0.56,2,143,3,0,1,0,10,102
1339,0.51,0.79,4,134,3,0,1,0,10,102
1345,0.39,0.57,2,150,3,0,1,0,9,102
1346,0.38,1,5,137,4,0,1,0,9,102
1348,0.1,0.96,6,292,4,0,1,0,9,103
1358,0.45,0.5,2,157,3,0,1,0,4,103
1361,0.11,0.83,6,262,5,0,1,0,3,104
1363,0.4,0.5,2,129,3,0,1,0,3,105
1374,0.37,0.53,2,147,3,0,1,0,7,106
1375,0.78,0.81,4,253,5,0,1,0,5,106
1376,0.46,0.5,2,141,3,0,1,0,8,106
1378,0.11,0.86,6,273,4,1,1,0,9,106
1380,0.37,0.48,2,154,3,0,1,0,4,106
1383,0.1,0.88,6,263,4,0,1,0,5,106
1385,0.11,0.91,6,279,4,0,1,0,8,106
1388,0.4,0.5,2,135,3,0,1,0,8,107
1391,0.11,0.79,6,244,4,1,1,0,8,107
1392,0.72,1,4,169,3,0,1,0,8,107
